model_id,dataset_name,dataset_short,algorithm_name,algorithm_short,model_index,patch_set,patch_size,ratio_variant,feature_set,feature_file_path,model_file_path,pipeline_steps,model_type,scaler_used,model_fit_split,valid_used_for_fit_or_selection,test_used_for_fit_or_selection,class_weight,hyperparameter_grid_name,search_strategy,cv_used,cv_folds,scoring,score_method,random_state,created_at,fit_status,fit_runtime_seconds,selected_params_json,best_cv_score,feature_count_actual,train_row_count_actual,train_positive_count_actual,train_negative_count_actual,error_message,notes
d2_linsvm_001,dataset2_honeybee,d2,linear_svm,linsvm,1,centered48_balanced,48,balanced,hog8_hsv_lbp,data/features/dataset2_honeybee/centered48_balanced__hog8_hsv_lbp.parquet,outputs/models/dataset2_honeybee/00_linear_svm/models/d2_linsvm_001__centered48_balanced__hog8_hsv_lbp.joblib,standard_scaler + linear_svc,LinearSVC,True,train,False,False,None,linear_svm_stage04_v1,train_split_gridsearch_cv,True,3,f1,decision_function,42,2026-05-26 07:13:24,trained,96.72686290740967,"{""model__C"": 0.01}",0.8928780807969567,942,18422,9211,9211,,Trained LinearSVC with train split GridSearchCV only.
d2_linsvm_002,dataset2_honeybee,d2,linear_svm,linsvm,2,centered48_balanced,48,balanced,hog8_hsv,data/features/dataset2_honeybee/centered48_balanced__hog8_hsv.parquet,outputs/models/dataset2_honeybee/00_linear_svm/models/d2_linsvm_002__centered48_balanced__hog8_hsv.joblib,standard_scaler + linear_svc,LinearSVC,True,train,False,False,None,linear_svm_stage04_v1,train_split_gridsearch_cv,True,3,f1,decision_function,42,2026-05-26 07:15:01,trained,104.85933756828308,"{""model__C"": 0.01}",0.8895711980726236,932,18422,9211,9211,,Trained LinearSVC with train split GridSearchCV only.
d2_linsvm_003,dataset2_honeybee,d2,linear_svm,linsvm,3,centered48_balanced,48,balanced,hog8_only,data/features/dataset2_honeybee/centered48_balanced__hog8_only.parquet,outputs/models/dataset2_honeybee/00_linear_svm/models/d2_linsvm_003__centered48_balanced__hog8_only.joblib,standard_scaler + linear_svc,LinearSVC,True,train,False,False,None,linear_svm_stage04_v1,train_split_gridsearch_cv,True,3,f1,decision_function,42,2026-05-26 07:16:46,trained,150.79594922065735,"{""model__C"": 0.01}",0.7565371717898158,900,18422,9211,9211,,Trained LinearSVC with train split GridSearchCV only.
d2_linsvm_004,dataset2_honeybee,d2,linear_svm,linsvm,4,centered48_balanced,48,balanced,hog16_hsv_lbp,data/features/dataset2_honeybee/centered48_balanced__hog16_hsv_lbp.parquet,outputs/models/dataset2_honeybee/00_linear_svm/models/d2_linsvm_004__centered48_balanced__hog16_hsv_lbp.joblib,standard_scaler + linear_svc,LinearSVC,True,train,False,False,None,linear_svm_stage04_v1,train_split_gridsearch_cv,True,3,f1,decision_function,42,2026-05-26 07:19:16,trained,15.368946313858032,"{""model__C"": 0.01}",0.9015721887949028,186,18422,9211,9211,,Trained LinearSVC with train split GridSearchCV only.
d2_linsvm_005,dataset2_honeybee,d2,linear_svm,linsvm,5,centered48_balanced,48,balanced,hog16_hsv,data/features/dataset2_honeybee/centered48_balanced__hog16_hsv.parquet,outputs/models/dataset2_honeybee/00_linear_svm/models/d2_linsvm_005__centered48_balanced__hog16_hsv.joblib,standard_scaler + linear_svc,LinearSVC,True,train,False,False,None,linear_svm_stage04_v1,train_split_gridsearch_cv,True,3,f1,decision_function,42,2026-05-26 07:19:32,trained,15.363803625106812,"{""model__C"": 0.01}",0.896659371127441,176,18422,9211,9211,,Trained LinearSVC with train split GridSearchCV only.
d2_linsvm_006,dataset2_honeybee,d2,linear_svm,linsvm,6,centered48_balanced,48,balanced,hog16_only,data/features/dataset2_honeybee/centered48_balanced__hog16_only.parquet,outputs/models/dataset2_honeybee/00_linear_svm/models/d2_linsvm_006__centered48_balanced__hog16_only.joblib,standard_scaler + linear_svc,LinearSVC,True,train,False,False,None,linear_svm_stage04_v1,train_split_gridsearch_cv,True,3,f1,decision_function,42,2026-05-26 07:19:47,trained,14.56803035736084,"{""model__C"": 0.01}",0.7401316542859444,144,18422,9211,9211,,Trained LinearSVC with train split GridSearchCV only.
d2_linsvm_007,dataset2_honeybee,d2,linear_svm,linsvm,7,centered48_balanced,48,balanced,hsv_lbp_only,data/features/dataset2_honeybee/centered48_balanced__hsv_lbp_only.parquet,outputs/models/dataset2_honeybee/00_linear_svm/models/d2_linsvm_007__centered48_balanced__hsv_lbp_only.joblib,standard_scaler + linear_svc,LinearSVC,True,train,False,False,None,linear_svm_stage04_v1,train_split_gridsearch_cv,True,3,f1,decision_function,42,2026-05-26 07:20:02,trained,2.841787576675415,"{""model__C"": 0.01}",0.8985724067403144,42,18422,9211,9211,,Trained LinearSVC with train split GridSearchCV only.
d2_linsvm_008,dataset2_honeybee,d2,linear_svm,linsvm,8,centered48_balanced,48,balanced,hog8_pca_hsv_lbp,data/features/dataset2_honeybee/centered48_balanced__hog8_pca_hsv_lbp.parquet,outputs/models/dataset2_honeybee/00_linear_svm/models/d2_linsvm_008__centered48_balanced__hog8_pca_hsv_lbp.joblib,standard_scaler + linear_svc,LinearSVC,True,train,False,False,None,linear_svm_stage04_v1,train_split_gridsearch_cv,True,3,f1,decision_function,42,2026-05-26 07:20:05,trained,16.706234455108643,"{""model__C"": 0.01}",0.8983802073153653,314,18422,9211,9211,,Trained LinearSVC with train split GridSearchCV only.
d2_linsvm_009,dataset2_honeybee,d2,linear_svm,linsvm,9,centered48_balanced,48,balanced,hog8_pca_hsv,data/features/dataset2_honeybee/centered48_balanced__hog8_pca_hsv.parquet,outputs/models/dataset2_honeybee/00_linear_svm/models/d2_linsvm_009__centered48_balanced__hog8_pca_hsv.joblib,standard_scaler + linear_svc,LinearSVC,True,train,False,False,None,linear_svm_stage04_v1,train_split_gridsearch_cv,True,3,f1,decision_function,42,2026-05-26 07:20:22,trained,16.482287406921387,"{""model__C"": 0.01}",0.8940175514872712,304,18422,9211,9211,,Trained LinearSVC with train split GridSearchCV only.
d2_linsvm_010,dataset2_honeybee,d2,linear_svm,linsvm,10,centered48_balanced,48,balanced,hog8_pca_only,data/features/dataset2_honeybee/centered48_balanced__hog8_pca_only.parquet,outputs/models/dataset2_honeybee/00_linear_svm/models/d2_linsvm_010__centered48_balanced__hog8_pca_only.joblib,standard_scaler + linear_svc,LinearSVC,True,train,False,False,None,linear_svm_stage04_v1,train_split_gridsearch_cv,True,3,f1,decision_function,42,2026-05-26 07:20:38,trained,9.148383617401123,"{""model__C"": 0.01}",0.7562168490552228,272,18422,9211,9211,,Trained LinearSVC with train split GridSearchCV only.
d2_linsvm_011,dataset2_honeybee,d2,linear_svm,linsvm,11,centered48_balanced,48,balanced,hog16_pca_hsv_lbp,data/features/dataset2_honeybee/centered48_balanced__hog16_pca_hsv_lbp.parquet,outputs/models/dataset2_honeybee/00_linear_svm/models/d2_linsvm_011__centered48_balanced__hog16_pca_hsv_lbp.joblib,standard_scaler + linear_svc,LinearSVC,True,train,False,False,None,linear_svm_stage04_v1,train_split_gridsearch_cv,True,3,f1,decision_function,42,2026-05-26 07:20:48,trained,5.767191648483276,"{""model__C"": 0.01}",0.9017967017034945,102,18422,9211,9211,,Trained LinearSVC with train split GridSearchCV only.
d2_linsvm_012,dataset2_honeybee,d2,linear_svm,linsvm,12,centered48_balanced,48,balanced,hog16_pca_hsv,data/features/dataset2_honeybee/centered48_balanced__hog16_pca_hsv.parquet,outputs/models/dataset2_honeybee/00_linear_svm/models/d2_linsvm_012__centered48_balanced__hog16_pca_hsv.joblib,standard_scaler + linear_svc,LinearSVC,True,train,False,False,None,linear_svm_stage04_v1,train_split_gridsearch_cv,True,3,f1,decision_function,42,2026-05-26 07:20:54,trained,5.909705877304077,"{""model__C"": 0.1}",0.897349681718307,92,18422,9211,9211,,Trained LinearSVC with train split GridSearchCV only.
d2_linsvm_013,dataset2_honeybee,d2,linear_svm,linsvm,13,centered48_balanced,48,balanced,hog16_pca_only,data/features/dataset2_honeybee/centered48_balanced__hog16_pca_only.parquet,outputs/models/dataset2_honeybee/00_linear_svm/models/d2_linsvm_013__centered48_balanced__hog16_pca_only.joblib,standard_scaler + linear_svc,LinearSVC,True,train,False,False,None,linear_svm_stage04_v1,train_split_gridsearch_cv,True,3,f1,decision_function,42,2026-05-26 07:21:00,trained,2.730175733566284,"{""model__C"": 0.01}",0.7407145709695283,60,18422,9211,9211,,Trained LinearSVC with train split GridSearchCV only.
d2_linsvm_014,dataset2_honeybee,d2,linear_svm,linsvm,14,centered48_neg4x,48,neg4x,hog8_hsv_lbp,data/features/dataset2_honeybee/centered48_neg4x__hog8_hsv_lbp.parquet,outputs/models/dataset2_honeybee/00_linear_svm/models/d2_linsvm_014__centered48_neg4x__hog8_hsv_lbp.joblib,standard_scaler + linear_svc,LinearSVC,True,train,False,False,None,linear_svm_stage04_v1,train_split_gridsearch_cv,True,3,f1,decision_function,42,2026-05-26 07:21:03,trained,308.4601471424103,"{""model__C"": 0.01}",0.7958053999834953,942,46055,9211,36844,,Trained LinearSVC with train split GridSearchCV only.
d2_linsvm_015,dataset2_honeybee,d2,linear_svm,linsvm,15,centered48_neg4x,48,neg4x,hog8_hsv,data/features/dataset2_honeybee/centered48_neg4x__hog8_hsv.parquet,outputs/models/dataset2_honeybee/00_linear_svm/models/d2_linsvm_015__centered48_neg4x__hog8_hsv.joblib,standard_scaler + linear_svc,LinearSVC,True,train,False,False,None,linear_svm_stage04_v1,train_split_gridsearch_cv,True,3,f1,decision_function,42,2026-05-26 07:26:11,trained,312.18504095077515,"{""model__C"": 0.01}",0.7853634200603201,932,46055,9211,36844,,Trained LinearSVC with train split GridSearchCV only.
d2_linsvm_016,dataset2_honeybee,d2,linear_svm,linsvm,16,centered48_neg4x,48,neg4x,hog8_only,data/features/dataset2_honeybee/centered48_neg4x__hog8_only.parquet,outputs/models/dataset2_honeybee/00_linear_svm/models/d2_linsvm_016__centered48_neg4x__hog8_only.joblib,standard_scaler + linear_svc,LinearSVC,True,train,False,False,None,linear_svm_stage04_v1,train_split_gridsearch_cv,True,3,f1,decision_function,42,2026-05-26 07:31:24,trained,338.7880473136902,"{""model__C"": 1.0}",0.4747051615604456,900,46055,9211,36844,,Trained LinearSVC with train split GridSearchCV only.
d2_linsvm_017,dataset2_honeybee,d2,linear_svm,linsvm,17,centered48_neg4x,48,neg4x,hog16_hsv_lbp,data/features/dataset2_honeybee/centered48_neg4x__hog16_hsv_lbp.parquet,outputs/models/dataset2_honeybee/00_linear_svm/models/d2_linsvm_017__centered48_neg4x__hog16_hsv_lbp.joblib,standard_scaler + linear_svc,LinearSVC,True,train,False,False,None,linear_svm_stage04_v1,train_split_gridsearch_cv,True,3,f1,decision_function,42,2026-05-26 07:37:03,trained,44.22391939163208,"{""model__C"": 0.01}",0.8007586391126833,186,46055,9211,36844,,Trained LinearSVC with train split GridSearchCV only.
d2_linsvm_018,dataset2_honeybee,d2,linear_svm,linsvm,18,centered48_neg4x,48,neg4x,hog16_hsv,data/features/dataset2_honeybee/centered48_neg4x__hog16_hsv.parquet,outputs/models/dataset2_honeybee/00_linear_svm/models/d2_linsvm_018__centered48_neg4x__hog16_hsv.joblib,standard_scaler + linear_svc,LinearSVC,True,train,False,False,None,linear_svm_stage04_v1,train_split_gridsearch_cv,True,3,f1,decision_function,42,2026-05-26 07:37:47,trained,43.74597787857056,"{""model__C"": 0.1}",0.785795173645676,176,46055,9211,36844,,Trained LinearSVC with train split GridSearchCV only.
d2_linsvm_019,dataset2_honeybee,d2,linear_svm,linsvm,19,centered48_neg4x,48,neg4x,hog16_only,data/features/dataset2_honeybee/centered48_neg4x__hog16_only.parquet,outputs/models/dataset2_honeybee/00_linear_svm/models/d2_linsvm_019__centered48_neg4x__hog16_only.joblib,standard_scaler + linear_svc,LinearSVC,True,train,False,False,None,linear_svm_stage04_v1,train_split_gridsearch_cv,True,3,f1,decision_function,42,2026-05-26 07:38:31,trained,35.58856987953186,"{""model__C"": 1.0}",0.33108584655500545,144,46055,9211,36844,,Trained LinearSVC with train split GridSearchCV only.
d2_linsvm_020,dataset2_honeybee,d2,linear_svm,linsvm,20,centered48_neg4x,48,neg4x,hsv_lbp_only,data/features/dataset2_honeybee/centered48_neg4x__hsv_lbp_only.parquet,outputs/models/dataset2_honeybee/00_linear_svm/models/d2_linsvm_020__centered48_neg4x__hsv_lbp_only.joblib,standard_scaler + linear_svc,LinearSVC,True,train,False,False,None,linear_svm_stage04_v1,train_split_gridsearch_cv,True,3,f1,decision_function,42,2026-05-26 07:39:07,trained,7.645652770996094,"{""model__C"": 0.1}",0.786536873593282,42,46055,9211,36844,,Trained LinearSVC with train split GridSearchCV only.
d2_linsvm_021,dataset2_honeybee,d2,linear_svm,linsvm,21,centered48_neg4x,48,neg4x,hog8_pca_hsv_lbp,data/features/dataset2_honeybee/centered48_neg4x__hog8_pca_hsv_lbp.parquet,outputs/models/dataset2_honeybee/00_linear_svm/models/d2_linsvm_021__centered48_neg4x__hog8_pca_hsv_lbp.joblib,standard_scaler + linear_svc,LinearSVC,True,train,False,False,None,linear_svm_stage04_v1,train_split_gridsearch_cv,True,3,f1,decision_function,42,2026-05-26 07:39:15,trained,45.386897802352905,"{""model__C"": 10.0}",0.8018566060312352,321,46055,9211,36844,,Trained LinearSVC with train split GridSearchCV only.
d2_linsvm_022,dataset2_honeybee,d2,linear_svm,linsvm,22,centered48_neg4x,48,neg4x,hog8_pca_hsv,data/features/dataset2_honeybee/centered48_neg4x__hog8_pca_hsv.parquet,outputs/models/dataset2_honeybee/00_linear_svm/models/d2_linsvm_022__centered48_neg4x__hog8_pca_hsv.joblib,standard_scaler + linear_svc,LinearSVC,True,train,False,False,None,linear_svm_stage04_v1,train_split_gridsearch_cv,True,3,f1,decision_function,42,2026-05-26 07:40:00,trained,41.0627338886261,"{""model__C"": 0.1}",0.7903976545997199,311,46055,9211,36844,,Trained LinearSVC with train split GridSearchCV only.
d2_linsvm_023,dataset2_honeybee,d2,linear_svm,linsvm,23,centered48_neg4x,48,neg4x,hog8_pca_only,data/features/dataset2_honeybee/centered48_neg4x__hog8_pca_only.parquet,outputs/models/dataset2_honeybee/00_linear_svm/models/d2_linsvm_023__centered48_neg4x__hog8_pca_only.joblib,standard_scaler + linear_svc,LinearSVC,True,train,False,False,None,linear_svm_stage04_v1,train_split_gridsearch_cv,True,3,f1,decision_function,42,2026-05-26 07:40:41,trained,18.159916877746582,"{""model__C"": 1.0}",0.4309101434138731,279,46055,9211,36844,,Trained LinearSVC with train split GridSearchCV only.
d2_linsvm_024,dataset2_honeybee,d2,linear_svm,linsvm,24,centered48_neg4x,48,neg4x,hog16_pca_hsv_lbp,data/features/dataset2_honeybee/centered48_neg4x__hog16_pca_hsv_lbp.parquet,outputs/models/dataset2_honeybee/00_linear_svm/models/d2_linsvm_024__centered48_neg4x__hog16_pca_hsv_lbp.joblib,standard_scaler + linear_svc,LinearSVC,True,train,False,False,None,linear_svm_stage04_v1,train_split_gridsearch_cv,True,3,f1,decision_function,42,2026-05-26 07:41:00,trained,18.983535051345825,"{""model__C"": 1.0}",0.8004077441818583,103,46055,9211,36844,,Trained LinearSVC with train split GridSearchCV only.
d2_linsvm_025,dataset2_honeybee,d2,linear_svm,linsvm,25,centered48_neg4x,48,neg4x,hog16_pca_hsv,data/features/dataset2_honeybee/centered48_neg4x__hog16_pca_hsv.parquet,outputs/models/dataset2_honeybee/00_linear_svm/models/d2_linsvm_025__centered48_neg4x__hog16_pca_hsv.joblib,standard_scaler + linear_svc,LinearSVC,True,train,False,False,None,linear_svm_stage04_v1,train_split_gridsearch_cv,True,3,f1,decision_function,42,2026-05-26 07:41:19,trained,16.432676792144775,"{""model__C"": 10.0}",0.7858786151535581,93,46055,9211,36844,,Trained LinearSVC with train split GridSearchCV only.
d2_linsvm_026,dataset2_honeybee,d2,linear_svm,linsvm,26,centered48_neg4x,48,neg4x,hog16_pca_only,data/features/dataset2_honeybee/centered48_neg4x__hog16_pca_only.parquet,outputs/models/dataset2_honeybee/00_linear_svm/models/d2_linsvm_026__centered48_neg4x__hog16_pca_only.joblib,standard_scaler + linear_svc,LinearSVC,True,train,False,False,None,linear_svm_stage04_v1,train_split_gridsearch_cv,True,3,f1,decision_function,42,2026-05-26 07:41:35,trained,6.363535642623901,"{""model__C"": 0.1}",0.31657754632556995,61,46055,9211,36844,,Trained LinearSVC with train split GridSearchCV only.
d2_linsvm_027,dataset2_honeybee,d2,linear_svm,linsvm,27,centered64_balanced,64,balanced,hog8_hsv_lbp,data/features/dataset2_honeybee/centered64_balanced__hog8_hsv_lbp.parquet,outputs/models/dataset2_honeybee/00_linear_svm/models/d2_linsvm_027__centered64_balanced__hog8_hsv_lbp.joblib,standard_scaler + linear_svc,LinearSVC,True,train,False,False,None,linear_svm_stage04_v1,train_split_gridsearch_cv,True,3,f1,decision_function,42,2026-05-26 07:41:42,trained,290.6553146839142,"{""model__C"": 0.01}",0.8706787593481281,1806,18422,9211,9211,,Trained LinearSVC with train split GridSearchCV only.
d2_linsvm_028,dataset2_honeybee,d2,linear_svm,linsvm,28,centered64_balanced,64,balanced,hog8_hsv,data/features/dataset2_honeybee/centered64_balanced__hog8_hsv.parquet,outputs/models/dataset2_honeybee/00_linear_svm/models/d2_linsvm_028__centered64_balanced__hog8_hsv.joblib,standard_scaler + linear_svc,LinearSVC,True,train,False,False,None,linear_svm_stage04_v1,train_split_gridsearch_cv,True,3,f1,decision_function,42,2026-05-26 07:46:33,trained,294.09056663513184,"{""model__C"": 0.01}",0.8648831415103616,1796,18422,9211,9211,,Trained LinearSVC with train split GridSearchCV only.
d2_linsvm_029,dataset2_honeybee,d2,linear_svm,linsvm,29,centered64_balanced,64,balanced,hog8_only,data/features/dataset2_honeybee/centered64_balanced__hog8_only.parquet,outputs/models/dataset2_honeybee/00_linear_svm/models/d2_linsvm_029__centered64_balanced__hog8_only.joblib,standard_scaler + linear_svc,LinearSVC,True,train,False,False,None,linear_svm_stage04_v1,train_split_gridsearch_cv,True,3,f1,decision_function,42,2026-05-26 07:51:27,trained,401.84962153434753,"{""model__C"": 0.01}",0.7490925159858302,1764,18422,9211,9211,,Trained LinearSVC with train split GridSearchCV only.
d2_linsvm_030,dataset2_honeybee,d2,linear_svm,linsvm,30,centered64_balanced,64,balanced,hog16_hsv_lbp,data/features/dataset2_honeybee/centered64_balanced__hog16_hsv_lbp.parquet,outputs/models/dataset2_honeybee/00_linear_svm/models/d2_linsvm_030__centered64_balanced__hog16_hsv_lbp.joblib,standard_scaler + linear_svc,LinearSVC,True,train,False,False,None,linear_svm_stage04_v1,train_split_gridsearch_cv,True,3,f1,decision_function,42,2026-05-26 07:58:09,trained,46.970866680145264,"{""model__C"": 0.01}",0.8877387630292652,366,18422,9211,9211,,Trained LinearSVC with train split GridSearchCV only.
d2_linsvm_031,dataset2_honeybee,d2,linear_svm,linsvm,31,centered64_balanced,64,balanced,hog16_hsv,data/features/dataset2_honeybee/centered64_balanced__hog16_hsv.parquet,outputs/models/dataset2_honeybee/00_linear_svm/models/d2_linsvm_031__centered64_balanced__hog16_hsv.joblib,standard_scaler + linear_svc,LinearSVC,True,train,False,False,None,linear_svm_stage04_v1,train_split_gridsearch_cv,True,3,f1,decision_function,42,2026-05-26 07:58:56,trained,41.73481225967407,"{""model__C"": 0.01}",0.8808466494401378,356,18422,9211,9211,,Trained LinearSVC with train split GridSearchCV only.
d2_linsvm_032,dataset2_honeybee,d2,linear_svm,linsvm,32,centered64_balanced,64,balanced,hog16_only,data/features/dataset2_honeybee/centered64_balanced__hog16_only.parquet,outputs/models/dataset2_honeybee/00_linear_svm/models/d2_linsvm_032__centered64_balanced__hog16_only.joblib,standard_scaler + linear_svc,LinearSVC,True,train,False,False,None,linear_svm_stage04_v1,train_split_gridsearch_cv,True,3,f1,decision_function,42,2026-05-26 07:59:38,trained,46.72386574745178,"{""model__C"": 0.01}",0.7403402947760077,324,18422,9211,9211,,Trained LinearSVC with train split GridSearchCV only.
d2_linsvm_033,dataset2_honeybee,d2,linear_svm,linsvm,33,centered64_balanced,64,balanced,hsv_lbp_only,data/features/dataset2_honeybee/centered64_balanced__hsv_lbp_only.parquet,outputs/models/dataset2_honeybee/00_linear_svm/models/d2_linsvm_033__centered64_balanced__hsv_lbp_only.joblib,standard_scaler + linear_svc,LinearSVC,True,train,False,False,None,linear_svm_stage04_v1,train_split_gridsearch_cv,True,3,f1,decision_function,42,2026-05-26 08:00:25,trained,3.680588960647583,"{""model__C"": 0.01}",0.8859584657760361,42,18422,9211,9211,,Trained LinearSVC with train split GridSearchCV only.
d2_linsvm_034,dataset2_honeybee,d2,linear_svm,linsvm,34,centered64_balanced,64,balanced,hog8_pca_hsv_lbp,data/features/dataset2_honeybee/centered64_balanced__hog8_pca_hsv_lbp.parquet,outputs/models/dataset2_honeybee/00_linear_svm/models/d2_linsvm_034__centered64_balanced__hog8_pca_hsv_lbp.joblib,standard_scaler + linear_svc,LinearSVC,True,train,False,False,None,linear_svm_stage04_v1,train_split_gridsearch_cv,True,3,f1,decision_function,42,2026-05-26 08:00:29,trained,26.926096200942993,"{""model__C"": 0.01}",0.8816953801019615,527,18422,9211,9211,,Trained LinearSVC with train split GridSearchCV only.
d2_linsvm_035,dataset2_honeybee,d2,linear_svm,linsvm,35,centered64_balanced,64,balanced,hog8_pca_hsv,data/features/dataset2_honeybee/centered64_balanced__hog8_pca_hsv.parquet,outputs/models/dataset2_honeybee/00_linear_svm/models/d2_linsvm_035__centered64_balanced__hog8_pca_hsv.joblib,standard_scaler + linear_svc,LinearSVC,True,train,False,False,None,linear_svm_stage04_v1,train_split_gridsearch_cv,True,3,f1,decision_function,42,2026-05-26 08:00:56,trained,23.433270692825317,"{""model__C"": 0.1}",0.8768829056042051,517,18422,9211,9211,,Trained LinearSVC with train split GridSearchCV only.
d2_linsvm_036,dataset2_honeybee,d2,linear_svm,linsvm,36,centered64_balanced,64,balanced,hog8_pca_only,data/features/dataset2_honeybee/centered64_balanced__hog8_pca_only.parquet,outputs/models/dataset2_honeybee/00_linear_svm/models/d2_linsvm_036__centered64_balanced__hog8_pca_only.joblib,standard_scaler + linear_svc,LinearSVC,True,train,False,False,None,linear_svm_stage04_v1,train_split_gridsearch_cv,True,3,f1,decision_function,42,2026-05-26 08:01:19,trained,15.543797969818115,"{""model__C"": 0.01}",0.7532744420781201,485,18422,9211,9211,,Trained LinearSVC with train split GridSearchCV only.
d2_linsvm_037,dataset2_honeybee,d2,linear_svm,linsvm,37,centered64_balanced,64,balanced,hog16_pca_hsv_lbp,data/features/dataset2_honeybee/centered64_balanced__hog16_pca_hsv_lbp.parquet,outputs/models/dataset2_honeybee/00_linear_svm/models/d2_linsvm_037__centered64_balanced__hog16_pca_hsv_lbp.joblib,standard_scaler + linear_svc,LinearSVC,True,train,False,False,None,linear_svm_stage04_v1,train_split_gridsearch_cv,True,3,f1,decision_function,42,2026-05-26 08:01:35,trained,9.102777481079102,"{""model__C"": 0.01}",0.889859666439763,151,18422,9211,9211,,Trained LinearSVC with train split GridSearchCV only.
d2_linsvm_038,dataset2_honeybee,d2,linear_svm,linsvm,38,centered64_balanced,64,balanced,hog16_pca_hsv,data/features/dataset2_honeybee/centered64_balanced__hog16_pca_hsv.parquet,outputs/models/dataset2_honeybee/00_linear_svm/models/d2_linsvm_038__centered64_balanced__hog16_pca_hsv.joblib,standard_scaler + linear_svc,LinearSVC,True,train,False,False,None,linear_svm_stage04_v1,train_split_gridsearch_cv,True,3,f1,decision_function,42,2026-05-26 08:01:44,trained,6.8656535148620605,"{""model__C"": 1.0}",0.8838340310788938,141,18422,9211,9211,,Trained LinearSVC with train split GridSearchCV only.
