dataset_name,algorithm_name,model_file_name,primary_metric,primary_metric_value,parameter_name,best_value,grid_values,is_lower_boundary,is_upper_boundary,boundary_note
dataset2_honeybee,rbf_svm,d2_rbfsvm_007__centered48_neg4x__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.5245901639344261,threshold_value,0.9,"[0.7, 0.8, 0.9, 1.0, 1.1, 1.2]",False,False,inside_grid
dataset2_honeybee,rbf_svm,d2_rbfsvm_007__centered48_neg4x__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.5245901639344261,stride_divisor,4.0,[4],True,True,upper_boundary_possible_higher_value_needed
dataset2_honeybee,rbf_svm,d2_rbfsvm_007__centered48_neg4x__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.5245901639344261,cluster_iou_threshold,0.2,"[0.2, 0.25, 0.3]",True,False,lower_boundary_possible_lower_value_needed
dataset2_honeybee,rbf_svm,d2_rbfsvm_007__centered48_neg4x__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.5245901639344261,weighted_box_size_factor,1.0,"[1.0, 1.25]",True,False,lower_boundary_possible_lower_value_needed
dataset2_honeybee,rbf_svm,d2_rbfsvm_006__centered48_neg4x__hog16_hsv_lbp.joblib,detection_f1_iou_0_2,0.5204081632653061,threshold_value,0.8,"[0.7, 0.8, 0.9, 1.0, 1.1, 1.2]",False,False,inside_grid
dataset2_honeybee,rbf_svm,d2_rbfsvm_006__centered48_neg4x__hog16_hsv_lbp.joblib,detection_f1_iou_0_2,0.5204081632653061,stride_divisor,4.0,[4],True,True,upper_boundary_possible_higher_value_needed
dataset2_honeybee,rbf_svm,d2_rbfsvm_006__centered48_neg4x__hog16_hsv_lbp.joblib,detection_f1_iou_0_2,0.5204081632653061,cluster_iou_threshold,0.2,"[0.2, 0.25, 0.3]",True,False,lower_boundary_possible_lower_value_needed
dataset2_honeybee,rbf_svm,d2_rbfsvm_006__centered48_neg4x__hog16_hsv_lbp.joblib,detection_f1_iou_0_2,0.5204081632653061,weighted_box_size_factor,1.0,"[1.0, 1.25]",True,False,lower_boundary_possible_lower_value_needed
dataset2_honeybee,random_forest,d2_rf_007__centered48_neg4x__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.5191873589164786,threshold_value,0.7,"[0.6, 0.7, 0.8, 0.85, 0.9, 0.95, 0.99]",False,False,inside_grid
dataset2_honeybee,random_forest,d2_rf_007__centered48_neg4x__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.5191873589164786,stride_divisor,4.0,[4],True,True,upper_boundary_possible_higher_value_needed
dataset2_honeybee,random_forest,d2_rf_007__centered48_neg4x__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.5191873589164786,cluster_iou_threshold,0.2,"[0.2, 0.25, 0.3]",True,False,lower_boundary_possible_lower_value_needed
dataset2_honeybee,random_forest,d2_rf_007__centered48_neg4x__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.5191873589164786,weighted_box_size_factor,1.0,"[1.0, 1.25]",True,False,lower_boundary_possible_lower_value_needed
dataset2_honeybee,random_forest,d2_rf_003__centered48_balanced__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.5182012847965739,threshold_value,0.85,"[0.6, 0.7, 0.8, 0.85, 0.9, 0.95, 0.99]",False,False,inside_grid
dataset2_honeybee,random_forest,d2_rf_003__centered48_balanced__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.5182012847965739,stride_divisor,4.0,[4],True,True,upper_boundary_possible_higher_value_needed
dataset2_honeybee,random_forest,d2_rf_003__centered48_balanced__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.5182012847965739,cluster_iou_threshold,0.2,"[0.2, 0.25, 0.3]",True,False,lower_boundary_possible_lower_value_needed
dataset2_honeybee,random_forest,d2_rf_003__centered48_balanced__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.5182012847965739,weighted_box_size_factor,1.0,"[1.0, 1.25]",True,False,lower_boundary_possible_lower_value_needed
dataset2_honeybee,random_forest,d2_rf_009__centered48_balanced__hog8_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.516,threshold_value,0.8,"[0.6, 0.7, 0.8, 0.85, 0.9, 0.95, 0.99]",False,False,inside_grid
dataset2_honeybee,random_forest,d2_rf_009__centered48_balanced__hog8_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.516,stride_divisor,4.0,[4],True,True,upper_boundary_possible_higher_value_needed
dataset2_honeybee,random_forest,d2_rf_009__centered48_balanced__hog8_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.516,cluster_iou_threshold,0.2,"[0.2, 0.25, 0.3]",True,False,lower_boundary_possible_lower_value_needed
dataset2_honeybee,random_forest,d2_rf_009__centered48_balanced__hog8_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.516,weighted_box_size_factor,1.0,"[1.0, 1.25]",True,False,lower_boundary_possible_lower_value_needed
dataset2_honeybee,random_forest,d2_rf_006__centered48_neg4x__hog16_hsv_lbp.joblib,detection_f1_iou_0_2,0.5134575569358177,threshold_value,0.6,"[0.6, 0.7, 0.8, 0.85, 0.9, 0.95, 0.99]",True,False,lower_boundary_possible_lower_value_needed
dataset2_honeybee,random_forest,d2_rf_006__centered48_neg4x__hog16_hsv_lbp.joblib,detection_f1_iou_0_2,0.5134575569358177,stride_divisor,4.0,[4],True,True,upper_boundary_possible_higher_value_needed
dataset2_honeybee,random_forest,d2_rf_006__centered48_neg4x__hog16_hsv_lbp.joblib,detection_f1_iou_0_2,0.5134575569358177,cluster_iou_threshold,0.2,"[0.2, 0.25, 0.3]",True,False,lower_boundary_possible_lower_value_needed
dataset2_honeybee,random_forest,d2_rf_006__centered48_neg4x__hog16_hsv_lbp.joblib,detection_f1_iou_0_2,0.5134575569358177,weighted_box_size_factor,1.0,"[1.0, 1.25]",True,False,lower_boundary_possible_lower_value_needed
dataset2_honeybee,rbf_svm,d2_rbfsvm_003__centered48_balanced__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.5018796992481203,threshold_value,1.2,"[0.7, 0.8, 0.9, 1.0, 1.1, 1.2]",False,True,upper_boundary_possible_higher_value_needed
dataset2_honeybee,rbf_svm,d2_rbfsvm_003__centered48_balanced__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.5018796992481203,stride_divisor,4.0,[4],True,True,upper_boundary_possible_higher_value_needed
dataset2_honeybee,rbf_svm,d2_rbfsvm_003__centered48_balanced__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.5018796992481203,cluster_iou_threshold,0.2,"[0.2, 0.25, 0.3]",True,False,lower_boundary_possible_lower_value_needed
dataset2_honeybee,rbf_svm,d2_rbfsvm_003__centered48_balanced__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.5018796992481203,weighted_box_size_factor,1.0,"[1.0, 1.25]",True,False,lower_boundary_possible_lower_value_needed
dataset2_honeybee,rbf_svm,d2_rbfsvm_009__centered48_balanced__hog8_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.4698795180722891,threshold_value,0.9,"[0.7, 0.8, 0.9, 1.0, 1.1, 1.2]",False,False,inside_grid
dataset2_honeybee,rbf_svm,d2_rbfsvm_009__centered48_balanced__hog8_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.4698795180722891,stride_divisor,4.0,[4],True,True,upper_boundary_possible_higher_value_needed
dataset2_honeybee,rbf_svm,d2_rbfsvm_009__centered48_balanced__hog8_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.4698795180722891,cluster_iou_threshold,0.2,"[0.2, 0.25, 0.3]",True,False,lower_boundary_possible_lower_value_needed
dataset2_honeybee,rbf_svm,d2_rbfsvm_009__centered48_balanced__hog8_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.4698795180722891,weighted_box_size_factor,1.0,"[1.0, 1.25]",True,False,lower_boundary_possible_lower_value_needed
dataset2_honeybee,linear_svm,d2_linsvm_011__centered48_balanced__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.4652840396753832,threshold_value,0.8,"[0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0, 1.1]",False,False,inside_grid
dataset2_honeybee,linear_svm,d2_linsvm_011__centered48_balanced__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.4652840396753832,stride_divisor,4.0,[4],True,True,upper_boundary_possible_higher_value_needed
dataset2_honeybee,linear_svm,d2_linsvm_011__centered48_balanced__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.4652840396753832,cluster_iou_threshold,0.2,"[0.2, 0.25, 0.3]",True,False,lower_boundary_possible_lower_value_needed
dataset2_honeybee,linear_svm,d2_linsvm_011__centered48_balanced__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.4652840396753832,weighted_box_size_factor,1.0,"[1.0, 1.25]",True,False,lower_boundary_possible_lower_value_needed
dataset2_honeybee,linear_svm,d2_linsvm_004__centered48_balanced__hog16_hsv_lbp.joblib,detection_f1_iou_0_2,0.4587813620071684,threshold_value,0.8,"[0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0, 1.1]",False,False,inside_grid
dataset2_honeybee,linear_svm,d2_linsvm_004__centered48_balanced__hog16_hsv_lbp.joblib,detection_f1_iou_0_2,0.4587813620071684,stride_divisor,4.0,[4],True,True,upper_boundary_possible_higher_value_needed
dataset2_honeybee,linear_svm,d2_linsvm_004__centered48_balanced__hog16_hsv_lbp.joblib,detection_f1_iou_0_2,0.4587813620071684,cluster_iou_threshold,0.2,"[0.2, 0.25, 0.3]",True,False,lower_boundary_possible_lower_value_needed
dataset2_honeybee,linear_svm,d2_linsvm_004__centered48_balanced__hog16_hsv_lbp.joblib,detection_f1_iou_0_2,0.4587813620071684,weighted_box_size_factor,1.0,"[1.0, 1.25]",True,False,lower_boundary_possible_lower_value_needed
dataset2_honeybee,linear_svm,d2_linsvm_024__centered48_neg4x__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.4548352816153028,threshold_value,0.4,"[0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0, 1.1]",True,False,lower_boundary_possible_lower_value_needed
dataset2_honeybee,linear_svm,d2_linsvm_024__centered48_neg4x__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.4548352816153028,stride_divisor,4.0,[4],True,True,upper_boundary_possible_higher_value_needed
dataset2_honeybee,linear_svm,d2_linsvm_024__centered48_neg4x__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.4548352816153028,cluster_iou_threshold,0.2,"[0.2, 0.25, 0.3]",True,False,lower_boundary_possible_lower_value_needed
dataset2_honeybee,linear_svm,d2_linsvm_024__centered48_neg4x__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.4548352816153028,weighted_box_size_factor,1.0,"[1.0, 1.25]",True,False,lower_boundary_possible_lower_value_needed
dataset1_varroa,rbf_svm,d1_rbfsvm_006__centered80_neg4x__hog16_hsv_lbp.joblib,detection_f1_iou_0_2,0.4421669106881405,threshold_value,1.2,"[0.8, 0.9, 1.0, 1.1, 1.2, 1.3, 1.4, 1.5]",False,False,inside_grid
dataset1_varroa,rbf_svm,d1_rbfsvm_006__centered80_neg4x__hog16_hsv_lbp.joblib,detection_f1_iou_0_2,0.4421669106881405,stride_divisor,4.0,[4],True,True,upper_boundary_possible_higher_value_needed
dataset1_varroa,rbf_svm,d1_rbfsvm_006__centered80_neg4x__hog16_hsv_lbp.joblib,detection_f1_iou_0_2,0.4421669106881405,cluster_iou_threshold,0.25,"[0.2, 0.25, 0.3]",False,False,inside_grid
dataset1_varroa,rbf_svm,d1_rbfsvm_006__centered80_neg4x__hog16_hsv_lbp.joblib,detection_f1_iou_0_2,0.4421669106881405,weighted_box_size_factor,1.0,"[1.0, 1.25]",True,False,lower_boundary_possible_lower_value_needed
dataset2_honeybee,linear_svm,d2_linsvm_008__centered48_balanced__hog8_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.4380453752181501,threshold_value,0.8,"[0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0, 1.1]",False,False,inside_grid
dataset2_honeybee,linear_svm,d2_linsvm_008__centered48_balanced__hog8_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.4380453752181501,stride_divisor,4.0,[4],True,True,upper_boundary_possible_higher_value_needed
dataset2_honeybee,linear_svm,d2_linsvm_008__centered48_balanced__hog8_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.4380453752181501,cluster_iou_threshold,0.2,"[0.2, 0.25, 0.3]",True,False,lower_boundary_possible_lower_value_needed
dataset2_honeybee,linear_svm,d2_linsvm_008__centered48_balanced__hog8_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.4380453752181501,weighted_box_size_factor,1.0,"[1.0, 1.25]",True,False,lower_boundary_possible_lower_value_needed
dataset1_varroa,rbf_svm,d1_rbfsvm_007__centered80_neg4x__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.4356120826709062,threshold_value,1.4,"[0.8, 0.9, 1.0, 1.1, 1.2, 1.3, 1.4, 1.5]",False,False,inside_grid
dataset1_varroa,rbf_svm,d1_rbfsvm_007__centered80_neg4x__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.4356120826709062,stride_divisor,4.0,[4],True,True,upper_boundary_possible_higher_value_needed
dataset1_varroa,rbf_svm,d1_rbfsvm_007__centered80_neg4x__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.4356120826709062,cluster_iou_threshold,0.25,"[0.2, 0.25, 0.3]",False,False,inside_grid
dataset1_varroa,rbf_svm,d1_rbfsvm_007__centered80_neg4x__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.4356120826709062,weighted_box_size_factor,1.25,"[1.0, 1.25]",False,True,upper_boundary_possible_higher_value_needed
dataset1_varroa,linear_svm,d1_linsvm_024__centered80_neg4x__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.4069767441860465,threshold_value,1.6,"[1.4, 1.6, 1.8, 2.0, 2.2, 2.4, 2.6, 2.8, 3.0]",False,False,inside_grid
dataset1_varroa,linear_svm,d1_linsvm_024__centered80_neg4x__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.4069767441860465,stride_divisor,4.0,[4],True,True,upper_boundary_possible_higher_value_needed
dataset1_varroa,linear_svm,d1_linsvm_024__centered80_neg4x__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.4069767441860465,cluster_iou_threshold,0.25,"[0.2, 0.25, 0.3]",False,False,inside_grid
dataset1_varroa,linear_svm,d1_linsvm_024__centered80_neg4x__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.4069767441860465,weighted_box_size_factor,1.0,"[1.0, 1.25]",True,False,lower_boundary_possible_lower_value_needed
dataset1_varroa,linear_svm,d1_linsvm_004__centered80_balanced__hog16_hsv_lbp.joblib,detection_f1_iou_0_2,0.3682008368200837,threshold_value,2.2,"[1.4, 1.6, 1.8, 2.0, 2.2, 2.4, 2.6, 2.8, 3.0]",False,False,inside_grid
dataset1_varroa,linear_svm,d1_linsvm_004__centered80_balanced__hog16_hsv_lbp.joblib,detection_f1_iou_0_2,0.3682008368200837,stride_divisor,4.0,[4],True,True,upper_boundary_possible_higher_value_needed
dataset1_varroa,linear_svm,d1_linsvm_004__centered80_balanced__hog16_hsv_lbp.joblib,detection_f1_iou_0_2,0.3682008368200837,cluster_iou_threshold,0.2,"[0.2, 0.25, 0.3]",True,False,lower_boundary_possible_lower_value_needed
dataset1_varroa,linear_svm,d1_linsvm_004__centered80_balanced__hog16_hsv_lbp.joblib,detection_f1_iou_0_2,0.3682008368200837,weighted_box_size_factor,1.0,"[1.0, 1.25]",True,False,lower_boundary_possible_lower_value_needed
dataset1_varroa,rbf_svm,d1_rbfsvm_005__centered80_balanced__hog8_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.3679417122040072,threshold_value,1.4,"[0.8, 0.9, 1.0, 1.1, 1.2, 1.3, 1.4, 1.5]",False,False,inside_grid
dataset1_varroa,rbf_svm,d1_rbfsvm_005__centered80_balanced__hog8_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.3679417122040072,stride_divisor,4.0,[4],True,True,upper_boundary_possible_higher_value_needed
dataset1_varroa,rbf_svm,d1_rbfsvm_005__centered80_balanced__hog8_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.3679417122040072,cluster_iou_threshold,0.25,"[0.2, 0.25, 0.3]",False,False,inside_grid
dataset1_varroa,rbf_svm,d1_rbfsvm_005__centered80_balanced__hog8_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.3679417122040072,weighted_box_size_factor,1.0,"[1.0, 1.25]",True,False,lower_boundary_possible_lower_value_needed
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.3604852686308492,threshold_value,2.2,"[1.4, 1.6, 1.8, 2.0, 2.2, 2.4, 2.6, 2.8, 3.0]",False,False,inside_grid
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.3604852686308492,stride_divisor,4.0,[4],True,True,upper_boundary_possible_higher_value_needed
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.3604852686308492,cluster_iou_threshold,0.2,"[0.2, 0.25, 0.3]",True,False,lower_boundary_possible_lower_value_needed
dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.3604852686308492,weighted_box_size_factor,1.0,"[1.0, 1.25]",True,False,lower_boundary_possible_lower_value_needed
dataset1_varroa,rbf_svm,d1_rbfsvm_002__centered96_balanced__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.3598055105348461,threshold_value,1.4,"[0.8, 0.9, 1.0, 1.1, 1.2, 1.3, 1.4, 1.5]",False,False,inside_grid
dataset1_varroa,rbf_svm,d1_rbfsvm_002__centered96_balanced__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.3598055105348461,stride_divisor,4.0,[4],True,True,upper_boundary_possible_higher_value_needed
dataset1_varroa,rbf_svm,d1_rbfsvm_002__centered96_balanced__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.3598055105348461,cluster_iou_threshold,0.25,"[0.2, 0.25, 0.3]",False,False,inside_grid
dataset1_varroa,rbf_svm,d1_rbfsvm_002__centered96_balanced__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.3598055105348461,weighted_box_size_factor,1.0,"[1.0, 1.25]",True,False,lower_boundary_possible_lower_value_needed
dataset1_varroa,random_forest,d1_rf_007__centered80_neg4x__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.3404825737265415,threshold_value,0.8,"[0.7, 0.8, 0.85, 0.9, 0.95, 0.99]",False,False,inside_grid
dataset1_varroa,random_forest,d1_rf_007__centered80_neg4x__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.3404825737265415,stride_divisor,4.0,[4],True,True,upper_boundary_possible_higher_value_needed
dataset1_varroa,random_forest,d1_rf_007__centered80_neg4x__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.3404825737265415,cluster_iou_threshold,0.2,"[0.2, 0.25, 0.3]",True,False,lower_boundary_possible_lower_value_needed
dataset1_varroa,random_forest,d1_rf_007__centered80_neg4x__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.3404825737265415,weighted_box_size_factor,1.25,"[1.0, 1.25]",False,True,upper_boundary_possible_higher_value_needed
dataset1_varroa,linear_svm,d1_linsvm_037__centered96_balanced__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.3370786516853933,threshold_value,2.0,"[1.4, 1.6, 1.8, 2.0, 2.2, 2.4, 2.6, 2.8, 3.0]",False,False,inside_grid
dataset1_varroa,linear_svm,d1_linsvm_037__centered96_balanced__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.3370786516853933,stride_divisor,4.0,[4],True,True,upper_boundary_possible_higher_value_needed
dataset1_varroa,linear_svm,d1_linsvm_037__centered96_balanced__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.3370786516853933,cluster_iou_threshold,0.25,"[0.2, 0.25, 0.3]",False,False,inside_grid
dataset1_varroa,linear_svm,d1_linsvm_037__centered96_balanced__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.3370786516853933,weighted_box_size_factor,1.0,"[1.0, 1.25]",True,False,lower_boundary_possible_lower_value_needed
dataset1_varroa,random_forest,d1_rf_006__centered80_neg4x__hog16_hsv_lbp.joblib,detection_f1_iou_0_2,0.3230543318649045,threshold_value,0.7,"[0.7, 0.8, 0.85, 0.9, 0.95, 0.99]",True,False,lower_boundary_possible_lower_value_needed
dataset1_varroa,random_forest,d1_rf_006__centered80_neg4x__hog16_hsv_lbp.joblib,detection_f1_iou_0_2,0.3230543318649045,stride_divisor,4.0,[4],True,True,upper_boundary_possible_higher_value_needed
dataset1_varroa,random_forest,d1_rf_006__centered80_neg4x__hog16_hsv_lbp.joblib,detection_f1_iou_0_2,0.3230543318649045,cluster_iou_threshold,0.2,"[0.2, 0.25, 0.3]",True,False,lower_boundary_possible_lower_value_needed
dataset1_varroa,random_forest,d1_rf_006__centered80_neg4x__hog16_hsv_lbp.joblib,detection_f1_iou_0_2,0.3230543318649045,weighted_box_size_factor,1.0,"[1.0, 1.25]",True,False,lower_boundary_possible_lower_value_needed
dataset1_varroa,random_forest,d1_rf_009__centered80_balanced__hsv_lbp_only.joblib,detection_f1_iou_0_2,0.3141654978962132,threshold_value,0.99,"[0.7, 0.8, 0.85, 0.9, 0.95, 0.99]",False,True,upper_boundary_possible_higher_value_needed
dataset1_varroa,random_forest,d1_rf_009__centered80_balanced__hsv_lbp_only.joblib,detection_f1_iou_0_2,0.3141654978962132,stride_divisor,4.0,[4],True,True,upper_boundary_possible_higher_value_needed
dataset1_varroa,random_forest,d1_rf_009__centered80_balanced__hsv_lbp_only.joblib,detection_f1_iou_0_2,0.3141654978962132,cluster_iou_threshold,0.2,"[0.2, 0.25, 0.3]",True,False,lower_boundary_possible_lower_value_needed
dataset1_varroa,random_forest,d1_rf_009__centered80_balanced__hsv_lbp_only.joblib,detection_f1_iou_0_2,0.3141654978962132,weighted_box_size_factor,1.25,"[1.0, 1.25]",False,True,upper_boundary_possible_higher_value_needed
dataset1_varroa,random_forest,d1_rf_001__centered80_balanced__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.2827225130890052,threshold_value,0.95,"[0.7, 0.8, 0.85, 0.9, 0.95, 0.99]",False,False,inside_grid
dataset1_varroa,random_forest,d1_rf_001__centered80_balanced__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.2827225130890052,stride_divisor,4.0,[4],True,True,upper_boundary_possible_higher_value_needed
dataset1_varroa,random_forest,d1_rf_001__centered80_balanced__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.2827225130890052,cluster_iou_threshold,0.2,"[0.2, 0.25, 0.3]",True,False,lower_boundary_possible_lower_value_needed
dataset1_varroa,random_forest,d1_rf_001__centered80_balanced__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.2827225130890052,weighted_box_size_factor,1.0,"[1.0, 1.25]",True,False,lower_boundary_possible_lower_value_needed

