rank_iou_0_2,dataset_name,algorithm_name,patch_set,feature_set,model_file_name,threshold_value,stride_divisor,cluster_iou_threshold,weighted_box_size_factor,detection_f1_iou_0_2,false_positives_per_image_iou_0_2,detection_recall_iou_0_2,detection_f1_iou_0_3,false_positives_per_image_iou_0_3,detection_recall_iou_0_3,rank_iou_0_3
72,dataset2_honeybee,rbf_svm,centered48_neg4x,hog16_pca_hsv_lbp,d2_rbfsvm_007__centered48_neg4x__hog16_pca_hsv_lbp.joblib,0.9,4,0.3,1.25,0.447457627118644,0.314,0.4385382059800664,0.2101694915254237,0.454,0.2059800664451827,113
73,dataset1_varroa,rbf_svm,centered80_balanced,hog8_pca_hsv_lbp,d1_rbfsvm_005__centered80_balanced__hog8_pca_hsv_lbp.joblib,1.3,4,0.25,1.0,0.4470938897168405,0.426,0.487012987012987,0.4321907600596125,0.436,0.4707792207792208,29
74,dataset1_varroa,rbf_svm,centered80_balanced,hog8_pca_hsv_lbp,d1_rbfsvm_005__centered80_balanced__hog8_pca_hsv_lbp.joblib,1.3,4,0.3,1.0,0.4470938897168405,0.426,0.487012987012987,0.4321907600596125,0.436,0.4707792207792208,30
75,dataset1_varroa,linear_svm,centered80_balanced,hog16_pca_hsv_lbp,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,1.8,4,0.25,1.25,0.4466666666666667,0.782,0.6525974025974026,0.4288888888888889,0.798,0.6266233766233766,33
76,dataset1_varroa,linear_svm,centered80_balanced,hog16_pca_hsv_lbp,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,1.8,4,0.3,1.25,0.4466666666666667,0.782,0.6525974025974026,0.4288888888888889,0.798,0.6266233766233766,34
77,dataset2_honeybee,rbf_svm,centered48_neg4x,hog16_hsv_lbp,d2_rbfsvm_006__centered48_neg4x__hog16_hsv_lbp.joblib,0.8,4,0.25,1.25,0.4466338259441708,0.344,0.4518272425249169,0.2003284072249589,0.494,0.2026578073089701,116
78,dataset2_honeybee,linear_svm,centered48_balanced,hog16_hsv_lbp,d2_linsvm_004__centered48_balanced__hog16_hsv_lbp.joblib,0.9,4,0.3,1.0,0.4464023494860499,0.456,0.5049833887043189,0.3142437591776799,0.546,0.3554817275747508,100
79,dataset1_varroa,rbf_svm,centered80_balanced,hog8_pca_hsv_lbp,d1_rbfsvm_005__centered80_balanced__hog8_pca_hsv_lbp.joblib,1.3,4,0.2,1.0,0.4458598726114649,0.36,0.4545454545454545,0.4299363057324841,0.37,0.4383116883116883,31
80,dataset1_varroa,rbf_svm,centered96_balanced,hog16_pca_hsv_lbp,d1_rbfsvm_002__centered96_balanced__hog16_pca_hsv_lbp.joblib,1.3,4,0.25,1.0,0.4447552447552448,0.496,0.5162337662337663,0.4195804195804196,0.514,0.487012987012987,40
81,dataset1_varroa,rbf_svm,centered96_balanced,hog16_pca_hsv_lbp,d1_rbfsvm_002__centered96_balanced__hog16_pca_hsv_lbp.joblib,1.3,4,0.3,1.0,0.4447552447552448,0.496,0.5162337662337663,0.4195804195804196,0.514,0.487012987012987,41
82,dataset1_varroa,linear_svm,centered80_balanced,hog16_pca_hsv_lbp,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,1.8,4,0.25,1.0,0.4444444444444444,0.784,0.6493506493506493,0.4377777777777777,0.79,0.6396103896103896,27
83,dataset1_varroa,linear_svm,centered80_balanced,hog16_pca_hsv_lbp,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,1.8,4,0.3,1.0,0.4444444444444444,0.784,0.6493506493506493,0.4377777777777777,0.79,0.6396103896103896,28
84,dataset2_honeybee,random_forest,centered48_balanced,hog16_pca_hsv_lbp,d2_rf_003__centered48_balanced__hog16_pca_hsv_lbp.joblib,0.9,4,0.3,1.25,0.4418145956607495,0.188,0.3720930232558139,0.185404339250493,0.318,0.1561461794019933,127
85,dataset2_honeybee,linear_svm,centered48_balanced,hog16_pca_hsv_lbp,d2_linsvm_011__centered48_balanced__hog16_pca_hsv_lbp.joblib,0.8,4,0.25,1.0,0.4417009602194787,0.534,0.5348837209302325,0.3209876543209876,0.622,0.388704318936877,97
86,dataset1_varroa,rbf_svm,centered96_balanced,hog16_pca_hsv_lbp,d1_rbfsvm_002__centered96_balanced__hog16_pca_hsv_lbp.joblib,1.3,4,0.2,1.25,0.4414003044140031,0.408,0.4707792207792208,0.3135464231354642,0.492,0.3344155844155844,101
87,dataset1_varroa,rbf_svm,centered80_balanced,hog8_pca_hsv_lbp,d1_rbfsvm_005__centered80_balanced__hog8_pca_hsv_lbp.joblib,1.3,4,0.25,1.25,0.4411326378539493,0.43,0.4805194805194805,0.4232488822652757,0.442,0.461038961038961,38
88,dataset1_varroa,rbf_svm,centered80_balanced,hog8_pca_hsv_lbp,d1_rbfsvm_005__centered80_balanced__hog8_pca_hsv_lbp.joblib,1.3,4,0.3,1.25,0.4411326378539493,0.43,0.4805194805194805,0.4232488822652757,0.442,0.461038961038961,39
89,dataset2_honeybee,linear_svm,centered48_balanced,hog8_pca_hsv_lbp,d2_linsvm_008__centered48_balanced__hog8_pca_hsv_lbp.joblib,0.7,4,0.2,1.0,0.4409448818897638,0.586,0.5581395348837209,0.3149606299212598,0.682,0.3986710963455149,99
90,dataset1_varroa,random_forest,centered80_balanced,hsv_lbp_only,d1_rf_009__centered80_balanced__hsv_lbp_only.joblib,0.99,4,0.2,1.25,0.4401114206128133,0.504,0.512987012987013,0.3481894150417827,0.57,0.4058441558441558,77
91,dataset2_honeybee,rbf_svm,centered48_neg4x,hog16_hsv_lbp,d2_rbfsvm_006__centered48_neg4x__hog16_hsv_lbp.joblib,0.8,4,0.3,1.25,0.4394904458598726,0.378,0.4584717607973422,0.1942675159235668,0.532,0.2026578073089701,121
92,dataset2_honeybee,linear_svm,centered48_neg4x,hog16_pca_hsv_lbp,d2_linsvm_024__centered48_neg4x__hog16_pca_hsv_lbp.joblib,0.4,4,0.25,1.0,0.4385382059800664,0.338,0.4385382059800664,0.3289036544850498,0.404,0.3289036544850498,91
93,dataset2_honeybee,random_forest,centered48_balanced,hog8_pca_hsv_lbp,d2_rf_009__centered48_balanced__hog8_pca_hsv_lbp.joblib,0.8,4,0.25,1.25,0.4372093023255814,0.406,0.4684385382059801,0.1860465116279069,0.568,0.1993355481727574,126
94,dataset2_honeybee,rbf_svm,centered48_balanced,hog8_pca_hsv_lbp,d2_rbfsvm_009__centered48_balanced__hog8_pca_hsv_lbp.joblib,0.9,4,0.2,1.25,0.4357864357864358,0.482,0.5016611295681063,0.176046176046176,0.662,0.2026578073089701,130
95,dataset2_honeybee,linear_svm,centered48_balanced,hog16_pca_hsv_lbp,d2_linsvm_011__centered48_balanced__hog16_pca_hsv_lbp.joblib,0.8,4,0.3,1.0,0.4355909694555113,0.576,0.5448504983388704,0.3187250996015937,0.664,0.3986710963455149,98
96,dataset1_varroa,random_forest,centered80_neg4x,hog16_hsv_lbp,d1_rf_006__centered80_neg4x__hog16_hsv_lbp.joblib,0.7,4,0.2,1.0,0.4349112426035503,0.442,0.4772727272727273,0.4053254437869822,0.462,0.4448051948051948,47
97,dataset1_varroa,random_forest,centered80_neg4x,hog16_hsv_lbp,d1_rf_006__centered80_neg4x__hog16_hsv_lbp.joblib,0.7,4,0.2,1.25,0.4349112426035503,0.442,0.4772727272727273,0.3905325443786982,0.472,0.4285714285714285,57
98,dataset1_varroa,linear_svm,centered96_balanced,hog16_pca_hsv_lbp,d1_linsvm_037__centered96_balanced__hog16_pca_hsv_lbp.joblib,1.8,4,0.2,1.0,0.4342688330871492,0.444,0.4772727272727273,0.4047267355982274,0.464,0.4448051948051948,48
99,dataset2_honeybee,linear_svm,centered48_neg4x,hog16_pca_hsv_lbp,d2_linsvm_024__centered48_neg4x__hog16_pca_hsv_lbp.joblib,0.4,4,0.3,1.0,0.4340836012861736,0.372,0.4485049833887043,0.3279742765273312,0.438,0.3388704318936877,92
100,dataset1_varroa,random_forest,centered80_neg4x,hog16_pca_hsv_lbp,d1_rf_007__centered80_neg4x__hog16_pca_hsv_lbp.joblib,0.8,4,0.25,1.25,0.4325,0.638,0.5616883116883117,0.3999999999999999,0.664,0.5194805194805194,51
101,dataset1_varroa,random_forest,centered80_neg4x,hog16_pca_hsv_lbp,d1_rf_007__centered80_neg4x__hog16_pca_hsv_lbp.joblib,0.8,4,0.3,1.25,0.4325,0.638,0.5616883116883117,0.3999999999999999,0.664,0.5194805194805194,52
102,dataset1_varroa,rbf_svm,centered96_balanced,hog16_pca_hsv_lbp,d1_rbfsvm_002__centered96_balanced__hog16_pca_hsv_lbp.joblib,1.3,4,0.25,1.25,0.4307692307692308,0.506,0.5,0.2965034965034965,0.602,0.3441558441558441,105
103,dataset1_varroa,rbf_svm,centered96_balanced,hog16_pca_hsv_lbp,d1_rbfsvm_002__centered96_balanced__hog16_pca_hsv_lbp.joblib,1.3,4,0.3,1.25,0.4307692307692308,0.506,0.5,0.2965034965034965,0.602,0.3441558441558441,106
104,dataset1_varroa,random_forest,centered80_neg4x,hog16_pca_hsv_lbp,d1_rf_007__centered80_neg4x__hog16_pca_hsv_lbp.joblib,0.8,4,0.25,1.0,0.43,0.64,0.5584415584415584,0.4075,0.658,0.5292207792207793,45
105,dataset1_varroa,random_forest,centered80_neg4x,hog16_pca_hsv_lbp,d1_rf_007__centered80_neg4x__hog16_pca_hsv_lbp.joblib,0.8,4,0.3,1.0,0.43,0.64,0.5584415584415584,0.4075,0.658,0.5292207792207793,46
106,dataset2_honeybee,random_forest,centered48_balanced,hog8_pca_hsv_lbp,d2_rf_009__centered48_balanced__hog8_pca_hsv_lbp.joblib,0.8,4,0.3,1.25,0.4292101341281669,0.452,0.4784053156146179,0.1788375558867362,0.62,0.1993355481727574,129
107,dataset1_varroa,random_forest,centered80_balanced,hsv_lbp_only,d1_rf_009__centered80_balanced__hsv_lbp_only.joblib,0.99,4,0.2,1.0,0.4289693593314763,0.512,0.5,0.350974930362117,0.568,0.4090909090909091,76
108,dataset1_varroa,linear_svm,centered96_balanced,hog16_pca_hsv_lbp,d1_linsvm_037__centered96_balanced__hog16_pca_hsv_lbp.joblib,1.8,4,0.2,1.25,0.4283604135893648,0.448,0.4707792207792208,0.3013293943870014,0.534,0.3311688311688311,104
109,dataset2_honeybee,rbf_svm,centered48_balanced,hog16_pca_hsv_lbp,d2_rbfsvm_003__centered48_balanced__hog16_pca_hsv_lbp.joblib,1.2,4,0.25,1.25,0.4270986745213549,0.466,0.4817275747508305,0.1944035346097201,0.624,0.2192691029900332,120
110,dataset2_honeybee,rbf_svm,centered48_balanced,hog16_pca_hsv_lbp,d2_rbfsvm_003__centered48_balanced__hog16_pca_hsv_lbp.joblib,1.2,4,0.3,1.25,0.4231884057971014,0.486,0.4850498338870432,0.1913043478260869,0.646,0.2192691029900332,123
111,dataset1_varroa,linear_svm,centered96_balanced,hog16_pca_hsv_lbp,d1_linsvm_037__centered96_balanced__hog16_pca_hsv_lbp.joblib,1.8,4,0.25,1.0,0.4227642276422764,0.548,0.5064935064935064,0.3902439024390243,0.572,0.4675324675324675,58
112,dataset1_varroa,linear_svm,centered96_balanced,hog16_pca_hsv_lbp,d1_linsvm_037__centered96_balanced__hog16_pca_hsv_lbp.joblib,1.8,4,0.3,1.0,0.4227642276422764,0.548,0.5064935064935064,0.3902439024390243,0.572,0.4675324675324675,59
113,dataset1_varroa,random_forest,centered80_balanced,hsv_lbp_only,d1_rf_009__centered80_balanced__hsv_lbp_only.joblib,0.99,4,0.25,1.25,0.4199743918053776,0.618,0.5324675324675324,0.3380281690140845,0.682,0.4285714285714285,82
114,dataset1_varroa,random_forest,centered80_balanced,hsv_lbp_only,d1_rf_009__centered80_balanced__hsv_lbp_only.joblib,0.99,4,0.3,1.25,0.4199743918053776,0.618,0.5324675324675324,0.3380281690140845,0.682,0.4285714285714285,83
115,dataset1_varroa,random_forest,centered80_neg4x,hog16_hsv_lbp,d1_rf_006__centered80_neg4x__hog16_hsv_lbp.joblib,0.7,4,0.25,1.0,0.4171270718232043,0.53,0.4902597402597403,0.3950276243093923,0.546,0.4642857142857143,55
116,dataset1_varroa,random_forest,centered80_neg4x,hog16_hsv_lbp,d1_rf_006__centered80_neg4x__hog16_hsv_lbp.joblib,0.7,4,0.3,1.0,0.4171270718232043,0.53,0.4902597402597403,0.3950276243093923,0.546,0.4642857142857143,56
117,dataset1_varroa,random_forest,centered80_neg4x,hog16_hsv_lbp,d1_rf_006__centered80_neg4x__hog16_hsv_lbp.joblib,0.7,4,0.25,1.25,0.4171270718232043,0.53,0.4902597402597403,0.3756906077348066,0.56,0.4415584415584415,67
118,dataset1_varroa,random_forest,centered80_neg4x,hog16_hsv_lbp,d1_rf_006__centered80_neg4x__hog16_hsv_lbp.joblib,0.7,4,0.3,1.25,0.4171270718232043,0.53,0.4902597402597403,0.3756906077348066,0.56,0.4415584415584415,68
119,dataset2_honeybee,rbf_svm,centered48_balanced,hog8_pca_hsv_lbp,d2_rbfsvm_009__centered48_balanced__hog8_pca_hsv_lbp.joblib,0.9,4,0.25,1.25,0.4154460719041278,0.588,0.5182724252491694,0.1651131824234354,0.776,0.2059800664451827,138
120,dataset2_honeybee,linear_svm,centered48_balanced,hog8_pca_hsv_lbp,d2_linsvm_008__centered48_balanced__hog8_pca_hsv_lbp.joblib,0.7,4,0.25,1.0,0.4151838671411625,0.734,0.5813953488372093,0.3060498220640569,0.826,0.4285714285714285,102
121,dataset2_honeybee,linear_svm,centered48_balanced,hog16_pca_hsv_lbp,d2_linsvm_011__centered48_balanced__hog16_pca_hsv_lbp.joblib,0.8,4,0.2,1.25,0.4126506024096386,0.452,0.4551495016611295,0.1686746987951807,0.614,0.1860465116279069,133
122,dataset2_honeybee,rbf_svm,centered48_balanced,hog8_pca_hsv_lbp,d2_rbfsvm_009__centered48_balanced__hog8_pca_hsv_lbp.joblib,0.9,4,0.3,1.25,0.4118404118404119,0.632,0.53156146179402,0.1621621621621621,0.826,0.2093023255813953,141
123,dataset2_honeybee,linear_svm,centered48_balanced,hog8_pca_hsv_lbp,d2_linsvm_008__centered48_balanced__hog8_pca_hsv_lbp.joblib,0.7,4,0.3,1.0,0.4114942528735631,0.78,0.5946843853820598,0.3034482758620689,0.874,0.4385382059800664,103
124,dataset2_honeybee,linear_svm,centered48_balanced,hog16_hsv_lbp,d2_linsvm_004__centered48_balanced__hog16_hsv_lbp.joblib,0.9,4,0.2,1.25,0.4104234527687296,0.374,0.4186046511627907,0.1661237785016286,0.524,0.1694352159468438,136
125,dataset1_varroa,random_forest,centered80_balanced,hsv_lbp_only,d1_rf_009__centered80_balanced__hsv_lbp_only.joblib,0.99,4,0.25,1.0,0.409731113956466,0.626,0.5194805194805194,0.3354673495518566,0.684,0.4253246753246753,85
126,dataset1_varroa,random_forest,centered80_balanced,hsv_lbp_only,d1_rf_009__centered80_balanced__hsv_lbp_only.joblib,0.99,4,0.3,1.0,0.409731113956466,0.626,0.5194805194805194,0.3354673495518566,0.684,0.4253246753246753,86
127,dataset1_varroa,linear_svm,centered96_balanced,hog16_pca_hsv_lbp,d1_linsvm_037__centered96_balanced__hog16_pca_hsv_lbp.joblib,1.8,4,0.25,1.25,0.4092140921409214,0.558,0.4902597402597403,0.2872628726287263,0.648,0.3441558441558441,107
128,dataset1_varroa,linear_svm,centered96_balanced,hog16_pca_hsv_lbp,d1_linsvm_037__centered96_balanced__hog16_pca_hsv_lbp.joblib,1.8,4,0.3,1.25,0.4092140921409214,0.558,0.4902597402597403,0.2872628726287263,0.648,0.3441558441558441,108
129,dataset2_honeybee,linear_svm,centered48_neg4x,hog16_pca_hsv_lbp,d2_linsvm_024__centered48_neg4x__hog16_pca_hsv_lbp.joblib,0.4,4,0.2,1.25,0.4086021505376344,0.286,0.3787375415282392,0.1720430107526881,0.418,0.1594684385382059,131
130,dataset2_honeybee,linear_svm,centered48_balanced,hog16_hsv_lbp,d2_linsvm_004__centered48_balanced__hog16_hsv_lbp.joblib,0.9,4,0.25,1.25,0.4030303030303029,0.452,0.4418604651162791,0.1636363636363636,0.61,0.1794019933554817,140
131,dataset2_honeybee,linear_svm,centered48_balanced,hog16_hsv_lbp,d2_linsvm_004__centered48_balanced__hog16_hsv_lbp.joblib,0.9,4,0.3,1.25,0.3994126284875183,0.488,0.4518272425249169,0.158590308370044,0.652,0.1794019933554817,143
132,dataset2_honeybee,linear_svm,centered48_balanced,hog8_pca_hsv_lbp,d2_linsvm_008__centered48_balanced__hog8_pca_hsv_lbp.joblib,0.7,4,0.2,1.25,0.3963254593175853,0.62,0.5016611295681063,0.1653543307086614,0.796,0.2093023255813953,137
133,dataset2_honeybee,linear_svm,centered48_neg4x,hog16_pca_hsv_lbp,d2_linsvm_024__centered48_neg4x__hog16_pca_hsv_lbp.joblib,0.4,4,0.3,1.25,0.3954983922829582,0.396,0.4086378737541528,0.1672025723472668,0.538,0.1727574750830564,135
134,dataset2_honeybee,linear_svm,centered48_neg4x,hog16_pca_hsv_lbp,d2_linsvm_024__centered48_neg4x__hog16_pca_hsv_lbp.joblib,0.4,4,0.25,1.25,0.3953488372093023,0.364,0.3953488372093023,0.1694352159468438,0.5,0.1694352159468438,132
135,dataset2_honeybee,linear_svm,centered48_balanced,hog16_pca_hsv_lbp,d2_linsvm_011__centered48_balanced__hog16_pca_hsv_lbp.joblib,0.8,4,0.25,1.25,0.3895747599451303,0.572,0.4717607973421927,0.167352537722908,0.734,0.2026578073089701,134
136,dataset2_honeybee,linear_svm,centered48_balanced,hog16_pca_hsv_lbp,d2_linsvm_011__centered48_balanced__hog16_pca_hsv_lbp.joblib,0.8,4,0.3,1.25,0.3877822045152722,0.612,0.4850498338870432,0.1646746347941567,0.78,0.2059800664451827,139
137,dataset1_varroa,random_forest,centered80_balanced,hog16_pca_hsv_lbp,d1_rf_001__centered80_balanced__hog16_pca_hsv_lbp.joblib,0.95,4,0.2,1.0,0.3872053872053872,0.342,0.3733766233766233,0.3333333333333333,0.374,0.3214285714285714,87
138,dataset1_varroa,random_forest,centered80_balanced,hog16_pca_hsv_lbp,d1_rf_001__centered80_balanced__hog16_pca_hsv_lbp.joblib,0.95,4,0.2,1.25,0.3872053872053872,0.342,0.3733766233766233,0.3265993265993266,0.378,0.3149350649350649,93
139,dataset1_varroa,random_forest,centered80_balanced,hog16_pca_hsv_lbp,d1_rf_001__centered80_balanced__hog16_pca_hsv_lbp.joblib,0.95,4,0.25,1.0,0.3836065573770492,0.37,0.3798701298701298,0.3475409836065574,0.392,0.3441558441558441,78
140,dataset1_varroa,random_forest,centered80_balanced,hog16_pca_hsv_lbp,d1_rf_001__centered80_balanced__hog16_pca_hsv_lbp.joblib,0.95,4,0.3,1.0,0.3836065573770492,0.37,0.3798701298701298,0.3475409836065574,0.392,0.3441558441558441,79
141,dataset1_varroa,random_forest,centered80_balanced,hog16_pca_hsv_lbp,d1_rf_001__centered80_balanced__hog16_pca_hsv_lbp.joblib,0.95,4,0.25,1.25,0.3836065573770492,0.37,0.3798701298701298,0.3245901639344263,0.406,0.3214285714285714,94
142,dataset1_varroa,random_forest,centered80_balanced,hog16_pca_hsv_lbp,d1_rf_001__centered80_balanced__hog16_pca_hsv_lbp.joblib,0.95,4,0.3,1.25,0.3836065573770492,0.37,0.3798701298701298,0.3245901639344263,0.406,0.3214285714285714,95
143,dataset2_honeybee,linear_svm,centered48_balanced,hog8_pca_hsv_lbp,d2_linsvm_008__centered48_balanced__hog8_pca_hsv_lbp.joblib,0.7,4,0.25,1.25,0.372479240806643,0.77,0.521594684385382,0.1565836298932384,0.952,0.2192691029900332,144
144,dataset2_honeybee,linear_svm,centered48_balanced,hog8_pca_hsv_lbp,d2_linsvm_008__centered48_balanced__hog8_pca_hsv_lbp.joblib,0.7,4,0.3,1.25,0.3701149425287356,0.816,0.5348837209302325,0.1586206896551724,1.0,0.2292358803986711,142
